=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     df_m-weka.filters.unsupervised.attribute.Remove-R2
Instances:    144908
Attributes:   14
              HORA
              CHOQUE_CON
              TIPO LUGAR
              GRAVEDAD
              TIPO PERSONA
              EDAD
              SEXO
              LOCALIDAD
              LATITUD
              LONGITUD
              PERSONAS IMPLICADAS
              DIA_SEMANA
              LLUVIA
              RADIACION
Test mode:    split 80.0% train, remainder test

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 33.93 seconds


=== Classifier model for training split (115926 instances) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
=== Predictions on test split ===

inst#,actual,predicted,error,prediction
38,1:'Solo Da̱os',1:Solo Da̱os,,0.99
39,2:'Con Heridos',1:Solo Da̱os,+,1
40,1:'Solo Da̱os',1:Solo Da̱os,,0.92
41,1:'Solo Da̱os',1:Solo Da̱os,,0.95
42,1:'Solo Da̱os',1:Solo Da̱os,,0.98
43,1:'Solo Da̱os',1:Solo Da̱os,,0.89
44,1:'Solo Da̱os',1:Solo Da̱os,,0.871
45,1:'Solo Da̱os',1:Solo Da̱os,,0.9
46,1:'Solo Da̱os',2:Con Heridos,+,0.52
47,1:'Solo Da̱os',1:Solo Da̱os,,0.77
48,1:'Solo Da̱os',1:Solo Da̱os,,0.955
49,1:'Solo Da̱os',1:Solo Da̱os,,0.936
50,2:'Con Heridos',2:Con Heridos,,0.55
51,1:'Solo Da̱os',1:Solo Da̱os,,0.918
52,1:'Solo Da̱os',1:Solo Da̱os,,0.54
53,1:'Solo Da̱os',1:Solo Da̱os,,0.95
54,2:'Con Heridos',2:Con Heridos,,0.661
55,2:'Con Heridos',1:Solo Da̱os,+,0.729
56,1:'Solo Da̱os',1:Solo Da̱os,,0.7
57,1:'Solo Da̱os',1:Solo Da̱os,,0.88
58,1:'Solo Da̱os',1:Solo Da̱os,,0.99
59,1:'Solo Da̱os',1:Solo Da̱os,,0.98
60,2:'Con Heridos',2:Con Heridos,,0.607
61,1:'Solo Da̱os',1:Solo Da̱os,,0.95
62,1:'Solo Da̱os',1:Solo Da̱os,,0.82
63,1:'Solo Da̱os',1:Solo Da̱os,,0.92
64,2:'Con Heridos',2:Con Heridos,,0.88
65,1:'Solo Da̱os',1:Solo Da̱os,,0.97
66,1:'Solo Da̱os',1:Solo Da̱os,,0.96
67,2:'Con Heridos',1:Solo Da̱os,+,0.619
68,2:'Con Heridos',1:Solo Da̱os,+,0.99
69,1:'Solo Da̱os',1:Solo Da̱os,,0.82
70,1:'Solo Da̱os',1:Solo Da̱os,,0.85
71,1:'Solo Da̱os',1:Solo Da̱os,,0.98
72,2:'Con Heridos',2:Con Heridos,,0.769
73,1:'Solo Da̱os',1:Solo Da̱os,,0.86
74,1:'Solo Da̱os',1:Solo Da̱os,,0.89
75,1:'Solo Da̱os',1:Solo Da̱os,,0.82
76,1:'Solo Da̱os',1:Solo Da̱os,,0.848
77,2:'Con Heridos',2:Con Heridos,,0.66
78,1:'Solo Da̱os',1:Solo Da̱os,,0.96
79,1:'Solo Da̱os',1:Solo Da̱os,,0.952
80,1:'Solo Da̱os',1:Solo Da̱os,,0.97
81,1:'Solo Da̱os',1:Solo Da̱os,,0.93
82,2:'Con Heridos',2:Con Heridos,,0.787
83,1:'Solo Da̱os',1:Solo Da̱os,,0.7
84,1:'Solo Da̱os',1:Solo Da̱os,,0.79
85,1:'Solo Da̱os',1:Solo Da̱os,,0.99
86,2:'Con Heridos',2:Con Heridos,,0.91
87,2:'Con Heridos',2:Con Heridos,,0.85
88,2:'Con Heridos',2:Con Heridos,,0.62
89,1:'Solo Da̱os',1:Solo Da̱os,,0.99
90,1:'Solo Da̱os',1:Solo Da̱os,,0.88
91,1:'Solo Da̱os',1:Solo Da̱os,,0.59
92,1:'Solo Da̱os',1:Solo Da̱os,,0.97
93,2:'Con Heridos',1:Solo Da̱os,+,0.62
94,2:'Con Heridos',2:Con Heridos,,0.86
95,2:'Con Heridos',2:Con Heridos,,1
96,2:'Con Heridos',2:Con Heridos,,0.937
97,2:'Con Heridos',2:Con Heridos,,1
98,2:'Con Heridos',2:Con Heridos,,0.903
99,1:'Solo Da̱os',1:Solo Da̱os,,0.75
100,2:'Con Heridos',1:Solo Da̱os,+,0.96
101,1:'Solo Da̱os',1:Solo Da̱os,,0.67
102,2:'Con Heridos',2:Con Heridos,,0.693
103,1:'Solo Da̱os',1:Solo Da̱os,,0.93
104,2:'Con Heridos',1:Solo Da̱os,+,0.53
105,1:'Solo Da̱os',1:Solo Da̱os,,0.96
106,2:'Con Heridos',2:Con Heridos,,0.687
107,1:'Solo Da̱os',1:Solo Da̱os,,0.888
108,1:'Solo Da̱os',1:Solo Da̱os,,0.85
109,1:'Solo Da̱os',1:Solo Da̱os,,0.94
110,1:'Solo Da̱os',1:Solo Da̱os,,0.99
111,1:'Solo Da̱os',1:Solo Da̱os,,0.92
112,2:'Con Heridos',2:Con Heridos,,0.89
113,1:'Solo Da̱os',1:Solo Da̱os,,0.928
114,1:'Solo Da̱os',1:Solo Da̱os,,1
115,1:'Solo Da̱os',1:Solo Da̱os,,0.94
116,1:'Solo Da̱os',1:Solo Da̱os,,0.96
117,1:'Solo Da̱os',1:Solo Da̱os,,0.88
118,2:'Con Heridos',2:Con Heridos,,1
119,1:'Solo Da̱os',1:Solo Da̱os,,0.81
120,1:'Solo Da̱os',2:Con Heridos,+,0.694
121,2:'Con Heridos',2:Con Heridos,,0.71
122,1:'Solo Da̱os',1:Solo Da̱os,,0.95
123,2:'Con Heridos',2:Con Heridos,,0.98
124,1:'Solo Da̱os',1:Solo Da̱os,,0.49
125,1:'Solo Da̱os',1:Solo Da̱os,,0.82
126,2:'Con Heridos',2:Con Heridos,,1
127,2:'Con Heridos',1:Solo Da̱os,+,0.98
128,2:'Con Heridos',2:Con Heridos,,0.82
129,1:'Solo Da̱os',1:Solo Da̱os,,0.97
130,1:'Solo Da̱os',1:Solo Da̱os,,0.96
131,2:'Con Heridos',2:Con Heridos,,0.93
132,1:'Solo Da̱os',1:Solo Da̱os,,0.94
133,2:'Con Heridos',2:Con Heridos,,1
134,1:'Solo Da̱os',1:Solo Da̱os,,0.95
135,2:'Con Heridos',2:Con Heridos,,0.97
136,1:'Solo Da̱os',1:Solo Da̱os,,0.89
137,2:'Con Heridos',2:Con Heridos,,0.99
138,1:'Solo Da̱os',1:Solo Da̱os,,0.96
139,1:'Solo Da̱os',1:Solo Da̱os,,0.775
140,1:'Solo Da̱os',1:Solo Da̱os,,0.86
141,1:'Solo Da̱os',1:Solo Da̱os,,0.93
142,2:'Con Heridos',2:Con Heridos,,0.65
143,2:'Con Heridos',2:Con Heridos,,0.988
144,1:'Solo Da̱os',1:Solo Da̱os,,0.95
145,2:'Con Heridos',2:Con Heridos,,0.88
146,1:'Solo Da̱os',1:Solo Da̱os,,0.93
147,1:'Solo Da̱os',1:Solo Da̱os,,0.92
148,2:'Con Heridos',2:Con Heridos,,1
149,1:'Solo Da̱os',1:Solo Da̱os,,0.94
150,1:'Solo Da̱os',1:Solo Da̱os,,0.91
151,1:'Solo Da̱os',1:Solo Da̱os,,0.94
152,1:'Solo Da̱os',1:Solo Da̱os,,0.7
153,2:'Con Heridos',2:Con Heridos,,0.86
154,2:'Con Heridos',2:Con Heridos,,0.998
155,1:'Solo Da̱os',1:Solo Da̱os,,0.764
156,1:'Solo Da̱os',1:Solo Da̱os,,0.89
157,3:'Con Muertos',3:Con Muertos,,0.75
158,1:'Solo Da̱os',1:Solo Da̱os,,0.96
159,2:'Con Heridos',1:Solo Da̱os,+,0.88
160,1:'Solo Da̱os',1:Solo Da̱os,,0.73
161,1:'Solo Da̱os',1:Solo Da̱os,,0.88
162,1:'Solo Da̱os',1:Solo Da̱os,,0.96
163,1:'Solo Da̱os',1:Solo Da̱os,,0.983
164,1:'Solo Da̱os',1:Solo Da̱os,,0.97
165,2:'Con Heridos',2:Con Heridos,,0.97
166,1:'Solo Da̱os',1:Solo Da̱os,,0.94
167,2:'Con Heridos',2:Con Heridos,,0.96
168,1:'Solo Da̱os',1:Solo Da̱os,,0.9
169,1:'Solo Da̱os',1:Solo Da̱os,,0.9
170,2:'Con Heridos',2:Con Heridos,,0.89
171,1:'Solo Da̱os',1:Solo Da̱os,,1
172,1:'Solo Da̱os',1:Solo Da̱os,,0.84
173,1:'Solo Da̱os',1:Solo Da̱os,,1
174,1:'Solo Da̱os',1:Solo Da̱os,,0.83
175,1:'Solo Da̱os',1:Solo Da̱os,,0.96
176,2:'Con Heridos',2:Con Heridos,,0.71
177,1:'Solo Da̱os',1:Solo Da̱os,,1
178,1:'Solo Da̱os',1:Solo Da̱os,,0.95
179,1:'Solo Da̱os',1:Solo Da̱os,,0.95
180,2:'Con Heridos',2:Con Heridos,,1
181,1:'Solo Da̱os',1:Solo Da̱os,,0.96
182,2:'Con Heridos',2:Con Heridos,,0.748
183,1:'Solo Da̱os',1:Solo Da̱os,,0.98
184,2:'Con Heridos',2:Con Heridos,,0.682
185,2:'Con Heridos',1:Solo Da̱os,+,0.9
186,2:'Con Heridos',1:Solo Da̱os,+,0.95
187,2:'Con Heridos',2:Con Heridos,,0.9
188,1:'Solo Da̱os',1:Solo Da̱os,,0.89
189,1:'Solo Da̱os',1:Solo Da̱os,,1
190,2:'Con Heridos',2:Con Heridos,,0.66
191,1:'Solo Da̱os',1:Solo Da̱os,,0.86
192,1:'Solo Da̱os',1:Solo Da̱os,,0.929
193,1:'Solo Da̱os',1:Solo Da̱os,,0.83
194,2:'Con Heridos',2:Con Heridos,,0.528
195,1:'Solo Da̱os',1:Solo Da̱os,,0.75
196,2:'Con Heridos',2:Con Heridos,,0.85
197,1:'Solo Da̱os',1:Solo Da̱os,,0.97
198,1:'Solo Da̱os',1:Solo Da̱os,,0.69
199,2:'Con Heridos',2:Con Heridos,,0.98
200,1:'Solo Da̱os',1:Solo Da̱os,,0.99
201,2:'Con Heridos',2:Con Heridos,,1
202,1:'Solo Da̱os',1:Solo Da̱os,,0.87
203,1:'Solo Da̱os',1:Solo Da̱os,,1
204,1:'Solo Da̱os',1:Solo Da̱os,,0.88
205,1:'Solo Da̱os',1:Solo Da̱os,,1
206,2:'Con Heridos',2:Con Heridos,,0.82
207,2:'Con Heridos',2:Con Heridos,,0.68
208,1:'Solo Da̱os',1:Solo Da̱os,,0.99
209,2:'Con Heridos',1:Solo Da̱os,+,0.84
210,1:'Solo Da̱os',1:Solo Da̱os,,0.78
211,2:'Con Heridos',1:Solo Da̱os,+,0.746
212,1:'Solo Da̱os',1:Solo Da̱os,,0.88
213,2:'Con Heridos',2:Con Heridos,,0.898
214,1:'Solo Da̱os',1:Solo Da̱os,,0.937
215,1:'Solo Da̱os',1:Solo Da̱os,,0.65
216,1:'Solo Da̱os',1:Solo Da̱os,,0.97
217,2:'Con Heridos',2:Con Heridos,,0.96
218,1:'Solo Da̱os',1:Solo Da̱os,,0.82
219,1:'Solo Da̱os',1:Solo Da̱os,,0.93
220,1:'Solo Da̱os',1:Solo Da̱os,,0.88
221,1:'Solo Da̱os',1:Solo Da̱os,,0.96
222,1:'Solo Da̱os',2:Con Heridos,+,0.567
223,2:'Con Heridos',2:Con Heridos,,0.54
224,2:'Con Heridos',2:Con Heridos,,0.96
225,1:'Solo Da̱os',1:Solo Da̱os,,0.95
226,1:'Solo Da̱os',1:Solo Da̱os,,1
227,1:'Solo Da̱os',1:Solo Da̱os,,0.85
228,1:'Solo Da̱os',1:Solo Da̱os,,0.97
229,2:'Con Heridos',1:Solo Da̱os,+,0.89
230,1:'Solo Da̱os',1:Solo Da̱os,,0.73
231,1:'Solo Da̱os',1:Solo Da̱os,,0.969
232,1:'Solo Da̱os',1:Solo Da̱os,,0.94
233,1:'Solo Da̱os',1:Solo Da̱os,,0.907
234,1:'Solo Da̱os',1:Solo Da̱os,,0.95
235,1:'Solo Da̱os',1:Solo Da̱os,,0.93
236,2:'Con Heridos',2:Con Heridos,,0.98
237,1:'Solo Da̱os',1:Solo Da̱os,,0.68
238,1:'Solo Da̱os',1:Solo Da̱os,,0.86
239,2:'Con Heridos',2:Con Heridos,,0.99
240,1:'Solo Da̱os',1:Solo Da̱os,,1
241,1:'Solo Da̱os',1:Solo Da̱os,,0.97
242,1:'Solo Da̱os',1:Solo Da̱os,,1
243,2:'Con Heridos',1:Solo Da̱os,+,0.74
244,1:'Solo Da̱os',1:Solo Da̱os,,0.93
245,1:'Solo Da̱os',1:Solo Da̱os,,0.97
246,1:'Solo Da̱os',1:Solo Da̱os,,0.86
247,1:'Solo Da̱os',1:Solo Da̱os,,0.89
248,2:'Con Heridos',2:Con Heridos,,0.94
249,1:'Solo Da̱os',1:Solo Da̱os,,0.76
250,1:'Solo Da̱os',1:Solo Da̱os,,0.94
251,1:'Solo Da̱os',1:Solo Da̱os,,0.96
252,1:'Solo Da̱os',1:Solo Da̱os,,0.84
253,1:'Solo Da̱os',1:Solo Da̱os,,0.67
254,1:'Solo Da̱os',1:Solo Da̱os,,0.91
255,1:'Solo Da̱os',1:Solo Da̱os,,0.97
256,1:'Solo Da̱os',1:Solo Da̱os,,0.836
257,2:'Con Heridos',1:Solo Da̱os,+,0.598
258,1:'Solo Da̱os',1:Solo Da̱os,,1
259,1:'Solo Da̱os',1:Solo Da̱os,,0.98
260,1:'Solo Da̱os',1:Solo Da̱os,,1
261,1:'Solo Da̱os',1:Solo Da̱os,,1
262,1:'Solo Da̱os',1:Solo Da̱os,,0.89
263,2:'Con Heridos',2:Con Heridos,,0.59
264,1:'Solo Da̱os',1:Solo Da̱os,,0.92
265,2:'Con Heridos',2:Con Heridos,,0.732
266,1:'Solo Da̱os',1:Solo Da̱os,,0.99
267,1:'Solo Da̱os',1:Solo Da̱os,,0.987
268,1:'Solo Da̱os',1:Solo Da̱os,,0.94
269,1:'Solo Da̱os',1:Solo Da̱os,,0.95
270,1:'Solo Da̱os',1:Solo Da̱os,,1
271,1:'Solo Da̱os',2:Con Heridos,+,0.57
272,1:'Solo Da̱os',1:Solo Da̱os,,0.93
273,2:'Con Heridos',2:Con Heridos,,1
274,1:'Solo Da̱os',1:Solo Da̱os,,0.7
275,1:'Solo Da̱os',1:Solo Da̱os,,0.9
276,2:'Con Heridos',2:Con Heridos,,0.78
277,1:'Solo Da̱os',1:Solo Da̱os,,0.96
278,2:'Con Heridos',2:Con Heridos,,0.85
279,1:'Solo Da̱os',1:Solo Da̱os,,0.98
280,1:'Solo Da̱os',1:Solo Da̱os,,0.94
281,1:'Solo Da̱os',1:Solo Da̱os,,0.99
282,1:'Solo Da̱os',1:Solo Da̱os,,0.975
283,1:'Solo Da̱os',1:Solo Da̱os,,0.74
284,1:'Solo Da̱os',2:Con Heridos,+,0.955
285,1:'Solo Da̱os',1:Solo Da̱os,,0.613
286,2:'Con Heridos',1:Solo Da̱os,+,0.9
287,1:'Solo Da̱os',1:Solo Da̱os,,0.87
288,2:'Con Heridos',2:Con Heridos,,0.87
289,1:'Solo Da̱os',1:Solo Da̱os,,0.79
290,1:'Solo Da̱os',1:Solo Da̱os,,0.852
291,1:'Solo Da̱os',1:Solo Da̱os,,0.86
292,2:'Con Heridos',2:Con Heridos,,0.965
293,2:'Con Heridos',2:Con Heridos,,0.76
294,2:'Con Heridos',2:Con Heridos,,0.818
295,1:'Solo Da̱os',1:Solo Da̱os,,0.915
296,2:'Con Heridos',1:Solo Da̱os,+,0.84
297,1:'Solo Da̱os',1:Solo Da̱os,,0.8
298,2:'Con Heridos',2:Con Heridos,,0.91
299,2:'Con Heridos',2:Con Heridos,,0.807
300,1:'Solo Da̱os',1:Solo Da̱os,,0.99
301,2:'Con Heridos',1:Solo Da̱os,+,0.5
302,2:'Con Heridos',2:Con Heridos,,0.88
303,1:'Solo Da̱os',2:Con Heridos,+,0.525
304,2:'Con Heridos',2:Con Heridos,,1
305,2:'Con Heridos',2:Con Heridos,,0.778
306,1:'Solo Da̱os',1:Solo Da̱os,,1
307,1:'Solo Da̱os',1:Solo Da̱os,,0.9
308,1:'Solo Da̱os',2:Con Heridos,+,0.74
309,1:'Solo Da̱os',2:Con Heridos,+,0.52
310,1:'Solo Da̱os',1:Solo Da̱os,,0.99
311,1:'Solo Da̱os',1:Solo Da̱os,,0.77
312,1:'Solo Da̱os',1:Solo Da̱os,,0.88
313,1:'Solo Da̱os',1:Solo Da̱os,,0.663
314,1:'Solo Da̱os',1:Solo Da̱os,,0.89
315,2:'Con Heridos',1:Solo Da̱os,+,0.98
316,1:'Solo Da̱os',1:Solo Da̱os,,0.89
317,1:'Solo Da̱os',1:Solo Da̱os,,0.969
318,2:'Con Heridos',2:Con Heridos,,0.59
319,2:'Con Heridos',2:Con Heridos,,0.933
320,2:'Con Heridos',1:Solo Da̱os,+,0.74
321,1:'Solo Da̱os',1:Solo Da̱os,,0.872
322,1:'Solo Da̱os',1:Solo Da̱os,,0.96
323,1:'Solo Da̱os',1:Solo Da̱os,,0.99
324,1:'Solo Da̱os',1:Solo Da̱os,,0.95
325,1:'Solo Da̱os',1:Solo Da̱os,,0.82
326,2:'Con Heridos',1:Solo Da̱os,+,0.51
327,1:'Solo Da̱os',1:Solo Da̱os,,0.718
328,1:'Solo Da̱os',1:Solo Da̱os,,0.74
329,2:'Con Heridos',2:Con Heridos,,0.96
330,1:'Solo Da̱os',1:Solo Da̱os,,0.61
331,1:'Solo Da̱os',1:Solo Da̱os,,0.94
332,2:'Con Heridos',2:Con Heridos,,0.85
333,1:'Solo Da̱os',1:Solo Da̱os,,0.97
334,2:'Con Heridos',1:Solo Da̱os,+,0.92
335,2:'Con Heridos',2:Con Heridos,,0.52
336,2:'Con Heridos',2:Con Heridos,,0.889
337,1:'Solo Da̱os',1:Solo Da̱os,,0.9
338,1:'Solo Da̱os',1:Solo Da̱os,,0.94
339,2:'Con Heridos',2:Con Heridos,,0.99
340,2:'Con Heridos',2:Con Heridos,,0.94
341,1:'Solo Da̱os',1:Solo Da̱os,,0.99
342,1:'Solo Da̱os',1:Solo Da̱os,,0.91
343,2:'Con Heridos',2:Con Heridos,,0.641
344,1:'Solo Da̱os',1:Solo Da̱os,,0.71
345,2:'Con Heridos',1:Solo Da̱os,+,0.58
346,2:'Con Heridos',1:Solo Da̱os,+,0.945
347,1:'Solo Da̱os',2:Con Heridos,+,0.56
348,2:'Con Heridos',2:Con Heridos,,0.99
349,2:'Con Heridos',2:Con Heridos,,0.99
350,2:'Con Heridos',2:Con Heridos,,0.99
351,1:'Solo Da̱os',1:Solo Da̱os,,0.94
352,1:'Solo Da̱os',1:Solo Da̱os,,0.95
353,1:'Solo Da̱os',1:Solo Da̱os,,0.87
354,1:'Solo Da̱os',1:Solo Da̱os,,0.97
355,1:'Solo Da̱os',1:Solo Da̱os,,0.879
356,1:'Solo Da̱os',1:Solo Da̱os,,0.99
357,1:'Solo Da̱os',1:Solo Da̱os,,0.98
358,1:'Solo Da̱os',1:Solo Da̱os,,0.93
359,2:'Con Heridos',2:Con Heridos,,0.959
360,1:'Solo Da̱os',1:Solo Da̱os,,0.97
361,1:'Solo Da̱os',1:Solo Da̱os,,0.92
362,1:'Solo Da̱os',1:Solo Da̱os,,0.928
363,1:'Solo Da̱os',1:Solo Da̱os,,0.93
364,1:'Solo Da̱os',1:Solo Da̱os,,0.92
365,2:'Con Heridos',2:Con Heridos,,1
366,1:'Solo Da̱os',1:Solo Da̱os,,0.65
367,2:'Con Heridos',2:Con Heridos,,0.826
368,1:'Solo Da̱os',1:Solo Da̱os,,0.98
369,2:'Con Heridos',2:Con Heridos,,0.768
370,1:'Solo Da̱os',1:Solo Da̱os,,0.95
371,1:'Solo Da̱os',1:Solo Da̱os,,1
372,1:'Solo Da̱os',1:Solo Da̱os,,0.83
373,1:'Solo Da̱os',1:Solo Da̱os,,0.705
374,2:'Con Heridos',2:Con Heridos,,0.97
375,1:'Solo Da̱os',1:Solo Da̱os,,0.94
376,1:'Solo Da̱os',1:Solo Da̱os,,1
377,1:'Solo Da̱os',1:Solo Da̱os,,0.99
378,1:'Solo Da̱os',2:Con Heridos,+,0.54
379,1:'Solo Da̱os',1:Solo Da̱os,,0.89
380,1:'Solo Da̱os',1:Solo Da̱os,,1
381,1:'Solo Da̱os',1:Solo Da̱os,,0.95
382,1:'Solo Da̱os',1:Solo Da̱os,,0.89
383,1:'Solo Da̱os',1:Solo Da̱os,,0.96
384,1:'Solo Da̱os',1:Solo Da̱os,,0.99
385,1:'Solo Da̱os',1:Solo Da̱os,,0.82
386,1:'Solo Da̱os',1:Solo Da̱os,,0.56
387,1:'Solo Da̱os',1:Solo Da̱os,,0.96
388,1:'Solo Da̱os',1:Solo Da̱os,,0.883
389,1:'Solo Da̱os',1:Solo Da̱os,,1
390,1:'Solo Da̱os',1:Solo Da̱os,,0.86
391,2:'Con Heridos',2:Con Heridos,,0.81
392,1:'Solo Da̱os',2:Con Heridos,+,0.548
393,2:'Con Heridos',2:Con Heridos,,0.84
394,2:'Con Heridos',2:Con Heridos,,0.6
395,1:'Solo Da̱os',1:Solo Da̱os,,0.93
396,1:'Solo Da̱os',1:Solo Da̱os,,0.97
397,2:'Con Heridos',2:Con Heridos,,0.5
398,1:'Solo Da̱os',1:Solo Da̱os,,0.98
399,1:'Solo Da̱os',1:Solo Da̱os,,0.99
400,1:'Solo Da̱os',1:Solo Da̱os,,1
401,1:'Solo Da̱os',1:Solo Da̱os,,0.98
402,1:'Solo Da̱os',2:Con Heridos,+,0.73
403,1:'Solo Da̱os',1:Solo Da̱os,,0.99
404,1:'Solo Da̱os',1:Solo Da̱os,,0.94
405,1:'Solo Da̱os',1:Solo Da̱os,,0.93
406,1:'Solo Da̱os',1:Solo Da̱os,,0.93
407,1:'Solo Da̱os',1:Solo Da̱os,,0.9
408,1:'Solo Da̱os',1:Solo Da̱os,,0.71
409,1:'Solo Da̱os',1:Solo Da̱os,,0.979
410,1:'Solo Da̱os',1:Solo Da̱os,,0.78
